"Country or Area","Year(s)","Variant","Value"
"Burundi","2023","Constant mortality","12975.26"
"Burundi","2023","No change","13057.974"
"Burundi","2023","Momentum","12332.338"
"Burundi","2022","Medium","12624.84"
"Burundi","2022","High","12656.294"
"Burundi","2022","Low","12594.211"
"Burundi","2022","Constant fertility","12672.698"
"Burundi","2022","Instant replacement","12242.264"
"Burundi","2022","Zero migration","12621.115"
"Burundi","2022","Constant mortality","12611.372"
"Burundi","2022","No change","12658.666"
"Burundi","2022","Momentum","12233.554"
"Burundi","2021","Medium","12255.433"
"Burundi","2021","High","12268.621"
"Burundi","2021","Low","12242.858"
"Burundi","2021","Constant fertility","12275.447"
"Burundi","2021","Instant replacement","12097.139"
"Burundi","2021","Zero migration","12253.767"
"Burundi","2021","Constant mortality","12249.963"
"Burundi","2021","No change","12269.671"
"Burundi","2021","Momentum","12093.575"
"Burundi","2020","Medium","11890.784"
"Burundi","2020","High","11890.784"
"Burundi","2020","Low","11890.784"
"Burundi","2020","Constant fertility","11890.784"
"Burundi","2020","Instant replacement","11890.784"
"Burundi","2020","Zero migration","11890.784"
"Burundi","2020","Constant mortality","11890.784"
"Burundi","2020","No change","11890.784"
"Burundi","2020","Momentum","11890.784"
"Burundi","2019","Medium","11530.58"
"Burundi","2019","High","11530.58"
"Burundi","2019","Low","11530.58"
"Burundi","2019","Constant fertility","11530.58"
"Burundi","2019","Instant replacement","11530.58"
"Burundi","2019","Zero migration","11530.58"
"Burundi","2019","Constant mortality","11530.58"
"Burundi","2019","No change","11530.58"
"Burundi","2019","Momentum","11530.58"
"Burundi","2018","Medium","11175.374"
"Burundi","2018","High","11175.374"
"Burundi","2018","Low","11175.374"
"Burundi","2018","Constant fertility","11175.374"
"Burundi","2018","Instant replacement","11175.374"
"Burundi","2018","Zero migration","11175.374"
"Burundi","2018","Constant mortality","11175.374"
"Burundi","2018","No change","11175.374"
"Burundi","2018","Momentum","11175.374"
"Burundi","2017","Medium","10827.019"
"Burundi","2017","High","10827.019"
"Burundi","2017","Low","10827.019"
"Burundi","2017","Constant fertility","10827.019"
"Burundi","2017","Instant replacement","10827.019"
"Burundi","2017","Zero migration","10827.019"
"Burundi","2017","Constant mortality","10827.019"
"Burundi","2017","No change","10827.019"
"Burundi","2017","Momentum","10827.019"
"Burundi","2016","Medium","10487.995"
"Burundi","2016","High","10487.995"
"Burundi","2016","Low","10487.995"
"Burundi","2016","Constant fertility","10487.995"
"Burundi","2016","Instant replacement","10487.995"
"Burundi","2016","Zero migration","10487.995"
"Burundi","2016","Constant mortality","10487.995"
"Burundi","2016","No change","10487.995"
"Burundi","2016","Momentum","10487.995"
"Burundi","2015","Medium","10160.03"
"Burundi","2015","High","10160.03"
"Burundi","2015","Low","10160.03"
"Burundi","2015","Constant fertility","10160.03"
"Burundi","2015","Instant replacement","10160.03"
"Burundi","2015","Zero migration","10160.03"
"Burundi","2015","Constant mortality","10160.03"
"Burundi","2015","No change","10160.03"
"Burundi","2015","Momentum","10160.03"
"Burundi","2014","Medium","9844.299"
"Burundi","2014","High","9844.299"
"Burundi","2014","Low","9844.299"
"Burundi","2014","Constant fertility","9844.299"
"Burundi","2014","Instant replacement","9844.299"
"Burundi","2014","Zero migration","9844.299"
"Burundi","2014","Constant mortality","9844.299"
"Burundi","2014","No change","9844.299"
"Burundi","2014","Momentum","9844.299"
"Burundi","2013","Medium","9540.291"
"Burundi","2013","High","9540.291"
"Burundi","2013","Low","9540.291"
"Burundi","2013","Constant fertility","9540.291"
"Burundi","2013","Instant replacement","9540.291"
"Burundi","2013","Zero migration","9540.291"
"Burundi","2013","Constant mortality","9540.291"
"Burundi","2013","No change","9540.291"
"Burundi","2013","Momentum","9540.291"
"Burundi","2012","Medium","9245.988"
"Burundi","2012","High","9245.988"
"Burundi","2012","Low","9245.988"
"Burundi","2012","Constant fertility","9245.988"
"Burundi","2012","Instant replacement","9245.988"
"Burundi","2012","Zero migration","9245.988"
"Burundi","2012","Constant mortality","9245.988"
"Burundi","2012","No change","9245.988"
"Burundi","2012","Momentum","9245.988"
"Burundi","2011","Medium","8958.406"
"Burundi","2011","High","8958.406"
"Burundi","2011","Low","8958.406"
"Burundi","2011","Constant fertility","8958.406"
"Burundi","2011","Instant replacement","8958.406"
"Burundi","2011","Zero migration","8958.406"
"Burundi","2011","Constant mortality","8958.406"
"Burundi","2011","No change","8958.406"
"Burundi","2011","Momentum","8958.406"
"Burundi","2010","Medium","8675.602"
"Burundi","2010","High","8675.602"
"Burundi","2010","Low","8675.602"
"Burundi","2010","Constant fertility","8675.602"
"Burundi","2010","Instant replacement","8675.602"
"Burundi","2010","Zero migration","8675.602"
"Burundi","2010","Constant mortality","8675.602"
"Burundi","2010","No change","8675.602"
"Burundi","2010","Momentum","8675.602"
"Burundi","2009","Medium","8397.668"
"Burundi","2009","High","8397.668"
"Burundi","2009","Low","8397.668"
"Burundi","2009","Constant fertility","8397.668"
"Burundi","2009","Instant replacement","8397.668"
"Burundi","2009","Zero migration","8397.668"
"Burundi","2009","Constant mortality","8397.668"
"Burundi","2009","No change","8397.668"
"Burundi","2009","Momentum","8397.668"
"Burundi","2008","Medium","8126.102"
"Burundi","2008","High","8126.102"
"Burundi","2008","Low","8126.102"
"Burundi","2008","Constant fertility","8126.102"
"Burundi","2008","Instant replacement","8126.102"
"Burundi","2008","Zero migration","8126.102"
"Burundi","2008","Constant mortality","8126.102"
"Burundi","2008","No change","8126.102"
"Burundi","2008","Momentum","8126.102"
"Burundi","2007","Medium","7862.214"
"Burundi","2007","High","7862.214"
"Burundi","2007","Low","7862.214"
"Burundi","2007","Constant fertility","7862.214"
"Burundi","2007","Instant replacement","7862.214"
"Burundi","2007","Zero migration","7862.214"
"Burundi","2007","Constant mortality","7862.214"
"Burundi","2007","No change","7862.214"
"Burundi","2007","Momentum","7862.214"
"Burundi","2006","Medium","7607.849"
"Burundi","2006","High","7607.849"
"Burundi","2006","Low","7607.849"
"Burundi","2006","Constant fertility","7607.849"
"Burundi","2006","Instant replacement","7607.849"
"Burundi","2006","Zero migration","7607.849"
"Burundi","2006","Constant mortality","7607.849"
"Burundi","2006","No change","7607.849"
"Burundi","2006","Momentum","7607.849"
"Burundi","2005","Medium","7364.862"
"Burundi","2005","High","7364.862"
"Burundi","2005","Low","7364.862"
"Burundi","2005","Constant fertility","7364.862"
"Burundi","2005","Instant replacement","7364.862"
"Burundi","2005","Zero migration","7364.862"
"Burundi","2005","Constant mortality","7364.862"
"Burundi","2005","No change","7364.862"
"Burundi","2005","Momentum","7364.862"
"Burundi","2004","Medium","7131.693"
"Burundi","2004","High","7131.693"
"Burundi","2004","Low","7131.693"
"Burundi","2004","Constant fertility","7131.693"
"Burundi","2004","Instant replacement","7131.693"
"Burundi","2004","Zero migration","7131.693"
"Burundi","2004","Constant mortality","7131.693"
"Burundi","2004","No change","7131.693"
"Burundi","2004","Momentum","7131.693"
"Burundi","2003","Medium","6909.154"
"Burundi","2003","High","6909.154"
"Burundi","2003","Low","6909.154"
"Burundi","2003","Constant fertility","6909.154"
"Burundi","2003","Instant replacement","6909.154"
"Burundi","2003","Zero migration","6909.154"
"Burundi","2003","Constant mortality","6909.154"
"Burundi","2003","No change","6909.154"
"Burundi","2003","Momentum","6909.154"
"Burundi","2002","Medium","6704.113"
"Burundi","2002","High","6704.113"
"Burundi","2002","Low","6704.113"
"Burundi","2002","Constant fertility","6704.113"
"Burundi","2002","Instant replacement","6704.113"
"Burundi","2002","Zero migration","6704.113"
"Burundi","2002","Constant mortality","6704.113"
"Burundi","2002","No change","6704.113"
"Burundi","2002","Momentum","6704.113"
"Burundi","2001","Medium","6525.545"
"Burundi","2001","High","6525.545"
"Burundi","2001","Low","6525.545"
"Burundi","2001","Constant fertility","6525.545"
"Burundi","2001","Instant replacement","6525.545"
"Burundi","2001","Zero migration","6525.545"
"Burundi","2001","Constant mortality","6525.545"
"Burundi","2001","No change","6525.545"
"Burundi","2001","Momentum","6525.545"
"Burundi","2000","Medium","6378.871"
"Burundi","2000","High","6378.871"
"Burundi","2000","Low","6378.871"
"Burundi","2000","Constant fertility","6378.871"
"Burundi","2000","Instant replacement","6378.871"
"Burundi","2000","Zero migration","6378.871"
"Burundi","2000","Constant mortality","6378.871"
"Burundi","2000","No change","6378.871"
"Burundi","2000","Momentum","6378.871"
"Burundi","1999","Medium","6267.124"
"Burundi","1999","High","6267.124"
"Burundi","1999","Low","6267.124"
"Burundi","1999","Constant fertility","6267.124"
"Burundi","1999","Instant replacement","6267.124"
"Burundi","1999","Zero migration","6267.124"
"Burundi","1999","Constant mortality","6267.124"
"Burundi","1999","No change","6267.124"
"Burundi","1999","Momentum","6267.124"
"Burundi","1998","Medium","6185.562"
"Burundi","1998","High","6185.562"
"Burundi","1998","Low","6185.562"
"Burundi","1998","Constant fertility","6185.562"
"Burundi","1998","Instant replacement","6185.562"
"Burundi","1998","Zero migration","6185.562"
"Burundi","1998","Constant mortality","6185.562"
"Burundi","1998","No change","6185.562"
"Burundi","1998","Momentum","6185.562"
"Burundi","1997","Medium","6122.13"
"Burundi","1997","High","6122.13"
"Burundi","1997","Low","6122.13"
"Burundi","1997","Constant fertility","6122.13"
"Burundi","1997","Instant replacement","6122.13"
"Burundi","1997","Zero migration","6122.13"
"Burundi","1997","Constant mortality","6122.13"
"Burundi","1997","No change","6122.13"
"Burundi","1997","Momentum","6122.13"
"Burundi","1996","Medium","6060.111"
"Burundi","1996","High","6060.111"
"Burundi","1996","Low","6060.111"
"Burundi","1996","Constant fertility","6060.111"
"Burundi","1996","Instant replacement","6060.111"
"Burundi","1996","Zero migration","6060.111"
"Burundi","1996","Constant mortality","6060.111"
"Burundi","1996","No change","6060.111"
"Burundi","1996","Momentum","6060.111"
"Burundi","1995","Medium","5987.043"
"Burundi","1995","High","5987.043"
"Burundi","1995","Low","5987.043"
"Burundi","1995","Constant fertility","5987.043"
"Burundi","1995","Instant replacement","5987.043"
"Burundi","1995","Zero migration","5987.043"
"Burundi","1995","Constant mortality","5987.043"
"Burundi","1995","No change","5987.043"
"Burundi","1995","Momentum","5987.043"
"Burundi","1994","Medium","5898.967"
"Burundi","1994","High","5898.967"
"Burundi","1994","Low","5898.967"
"Burundi","1994","Constant fertility","5898.967"
"Burundi","1994","Instant replacement","5898.967"
"Burundi","1994","Zero migration","5898.967"
"Burundi","1994","Constant mortality","5898.967"
"Burundi","1994","No change","5898.967"
"Burundi","1994","Momentum","5898.967"
"Burundi","1993","Medium","5798.053"
"Burundi","1993","High","5798.053"
"Burundi","1993","Low","5798.053"
"Burundi","1993","Constant fertility","5798.053"
"Burundi","1993","Instant replacement","5798.053"
"Burundi","1993","Zero migration","5798.053"
"Burundi","1993","Constant mortality","5798.053"
"Burundi","1993","No change","5798.053"
"Burundi","1993","Momentum","5798.053"
"Burundi","1992","Medium","5685.565"
"Burundi","1992","High","5685.565"
"Burundi","1992","Low","5685.565"
"Burundi","1992","Constant fertility","5685.565"
"Burundi","1992","Instant replacement","5685.565"
"Burundi","1992","Zero migration","5685.565"
"Burundi","1992","Constant mortality","5685.565"
"Burundi","1992","No change","5685.565"
"Burundi","1992","Momentum","5685.565"
"Burundi","1991","Medium","5564.926"
"Burundi","1991","High","5564.926"
"Burundi","1991","Low","5564.926"
"Burundi","1991","Constant fertility","5564.926"
"Burundi","1991","Instant replacement","5564.926"
"Burundi","1991","Zero migration","5564.926"
"Burundi","1991","Constant mortality","5564.926"
"Burundi","1991","No change","5564.926"
"Burundi","1991","Momentum","5564.926"
"Burundi","1990","Medium","5438.957"
"Burundi","1990","High","5438.957"
"Burundi","1990","Low","5438.957"
"Burundi","1990","Constant fertility","5438.957"
"Burundi","1990","Instant replacement","5438.957"
"Burundi","1990","Zero migration","5438.957"
"Burundi","1990","Constant mortality","5438.957"
"Burundi","1990","No change","5438.957"
"Burundi","1990","Momentum","5438.957"
"Burundi","1989","Medium","5307.069"
"Burundi","1989","High","5307.069"
"Burundi","1989","Low","5307.069"
"Burundi","1989","Constant fertility","5307.069"
"Burundi","1989","Instant replacement","5307.069"
"Burundi","1989","Zero migration","5307.069"
"Burundi","1989","Constant mortality","5307.069"
"Burundi","1989","No change","5307.069"
"Burundi","1989","Momentum","5307.069"
"Burundi","1988","Medium","5168.698"
"Burundi","1988","High","5168.698"
"Burundi","1988","Low","5168.698"
"Burundi","1988","Constant fertility","5168.698"
"Burundi","1988","Instant replacement","5168.698"
"Burundi","1988","Zero migration","5168.698"
"Burundi","1988","Constant mortality","5168.698"
"Burundi","1988","No change","5168.698"
"Burundi","1988","Momentum","5168.698"
"Burundi","1987","Medium","5027.138"
"Burundi","1987","High","5027.138"
"Burundi","1987","Low","5027.138"
"Burundi","1987","Constant fertility","5027.138"
"Burundi","1987","Instant replacement","5027.138"
"Burundi","1987","Zero migration","5027.138"
"Burundi","1987","Constant mortality","5027.138"
"Burundi","1987","No change","5027.138"
"Burundi","1987","Momentum","5027.138"
"Burundi","1986","Medium","4886.743"
"Burundi","1986","High","4886.743"
"Burundi","1986","Low","4886.743"
"Burundi","1986","Constant fertility","4886.743"
"Burundi","1986","Instant replacement","4886.743"
"Burundi","1986","Zero migration","4886.743"
"Burundi","1986","Constant mortality","4886.743"
"Burundi","1986","No change","4886.743"
"Burundi","1986","Momentum","4886.743"
"Burundi","1985","Medium","4750.837"
"Burundi","1985","High","4750.837"
"Burundi","1985","Low","4750.837"
"Burundi","1985","Constant fertility","4750.837"
"Burundi","1985","Instant replacement","4750.837"
"Burundi","1985","Zero migration","4750.837"
"Burundi","1985","Constant mortality","4750.837"
"Burundi","1985","No change","4750.837"
"Burundi","1985","Momentum","4750.837"
"Burundi","1984","Medium","4621.103"
"Burundi","1984","High","4621.103"
"Burundi","1984","Low","4621.103"
"Burundi","1984","Constant fertility","4621.103"
"Burundi","1984","Instant replacement","4621.103"
"Burundi","1984","Zero migration","4621.103"
"Burundi","1984","Constant mortality","4621.103"
"Burundi","1984","No change","4621.103"
"Burundi","1984","Momentum","4621.103"
"Burundi","1983","Medium","4497.533"
"Burundi","1983","High","4497.533"
